,date,country,GDP,出口金额,工业,股票市值,国际收支金融账户差额,国际收支经常账户差额,国际收支经常账户贷方,国际收支经常账户借方,国际收支资本账户差额,国际收支资本账户贷方,国际收支资本账户借方,国际收支差额,国际投资头寸资产,国际投资头寸负债,国际投资头寸净额,进口金额,名义有效汇率,零售额,CPI,失业率,中央银行政策利率,year,quarter
2962,2000-03-31,加拿大,5.47,10.16,7.378926749634561,52.71499065051095,84.29561785027298,205.2696318448587,20.13395152466825,14.02783978826724,-0.124582658676952,9.17992390584083,2.847694725323247,42.5034943257657,18.85231708146784,10.10696031192075,42.50284201838712,12.04,4.450124376787456,7.302435620871231,2.653333333333333,6.866667,5,2000,1
2963,2000-06-30,加拿大,5.83,11.65,8.2583540319876,39.08724267242779,413.3294559684929,512.8017272077695,17.24707842063094,11.74579621644359,35.97320819565981,4.479259985720479,0.085849695940303,11.09138889709693,16.7687465114428,13.4108486540135,11.09094829952725,10.64,0.135810112246274,5.59503732980688,2.443333333333333,6.666667,5.583333333333333,2000,2
2964,2000-09-30,加拿大,5.27,8.7,7.076042556405384,45.63956515826423,9.63153353804944,159.0363230286085,14.58915620796745,9.39757941692775,31.6318839284781,5.275504076530348,-18.32177245722285,8.818042019249422,9.601179671244955,7.760847684794599,8.818000621578157,9,1.575460236683474,6.816086716765518,2.713333333333333,6.9,5.75,2000,3
2965,2000-12-31,加拿大,4.02,5.92,5.542396230425466,11.358477837253563,-26.59315130294553,546.1311894858615,9.82060593803821,3.725182375574474,-1026.248189867939,1.357833873225218,80.20134449223906,45.52202802600983,5.94535240686995,1.637040432610123,45.52164224316302,2.81,-1.135663863765292,4.655304583738682,3.06,6.9,5.75,2000,4
2966,2001-03-31,加拿大,2.99,0.49,0.490079609668134,-15.189137882923992,507.3232325462143,165.240689540459,2.687600154426842,-1.37768829753398,120.862581910554,104.0108305072458,-49.07534678620017,24.3935175090296,-6.21050856151052,-7.564114235453287,24.39637998443979,-2.12,-2.822532739921873,3.809815496345844,2.763333333333333,7,5.333333333333333,2001,1
2967,2001-06-30,加拿大,2.11,-2.35,-1.459151370298597,-19.288442577810137,-16.81896605125784,22.79370669135656,-2.758736028676891,-3.738430818521532,-1995.879871022571,0.853110507440175,139.4629917262018,26.50580805508521,-8.526495144447685,-10.2254866507101,26.50728242417124,-3.29,-1.853200036457554,6.289355938947261,3.58,7.1,4.583333333333333,2001,2
2968,2001-09-30,加拿大,1.01,-5.11,-4.918072158523157,-33.38273378669595,-88.80470526758855,-38.12011006753916,-12.03091108718776,-9.81065048097208,-37.48887100263798,0.659837591031429,20.36981959612082,4.46465350043562,-13.48389212948656,-12.72146023832226,4.465542542551657,-6.37,-2.424573396036752,1.939970329712075,2.71,7.166667,3.916666666666667,2001,3
2969,2001-12-31,加拿大,1.41,-4.9,-6.53193532380686,-24.960396716243686,1.739693531220175,-71.77808814730136,-16.59078388334022,-12.68360584422133,-29.60034391561538,1.365754132632809,14.94095276856666,-43.65954028567183,-4.815316076201708,-2.640472234787363,-43.65521152917036,-7.82,-2.553393151089648,5.39127208869074,1.07,7.633333,2.416666666666667,2001,4
2970,2002-03-31,加拿大,2.32,-1.41,-0.7981972538677,-11.230879362374683,-141.9495578524065,-44.70167981889888,-13.30126066004621,-11.18924782195377,-282.9953984059396,-50.73182533136237,14.04489385276518,-30.17049471658862,5.479801041297463,6.982873563326925,-30.16973350957237,-4.71,-2.88068476172512,6.533412367537334,1.55,7.966667,2,2002,1
2971,2002-06-30,加拿大,2.6,-0.28,1.166782939274312,-5.206404242219831,-111.4357734005993,-29.36703738423436,-4.695902186981619,-3.489281739576316,32.11442937785971,4.115918979573906,-17.91567496767068,-61.61295060407096,-0.548031898788211,4.260323222993453,-61.61365382239789,0.51,-0.944840576962205,5.966773669951261,1.36,7.7,2.333333333333333,2002,2
2972,2002-09-30,加拿大,3.56,4.2,3.491782067070664,-8.720283978530922,853.0800252191536,-1.254534739029488,4.953712079206419,5.31621078391981,-30.56129349670918,3.849012667774336,20.17790836437615,-57.78093357170876,-0.742709355648386,4.673147355483799,-57.78218090893838,4.72,-2.049582859520938,7.981570390354604,2.333333333333333,7.5,2.75,2002,3
2973,2002-12-31,加拿大,3.51,2.35,3.858485404841006,-5.516297198112116,142.0422060249922,30.5304916760529,10.92242241252551,10.47372920739863,93.87493177838812,5.727854941185423,-48.26887960021139,-74.20638556783882,-4.953670994072941,0.285705302731331,-74.18455882822722,7.11,-0.139156433851729,5.429319858898802,3.793333333333333,7.5,2.75,2002,4
2974,2003-03-31,加拿大,2.59,-1.03,0.890480283735999,-4.42682536734326,-75.1311828960603,-63.4547745946943,9.878543255122207,12.94974844966183,-143.6957508265683,10.88517146398995,70.31915411220918,-105.1507390952339,-5.639324085363598,2.567556941966704,-105.1562334823285,7.45,3.376564154976697,4.432837627414716,4.48,7.466667,2.833333333333333,2003,1
2975,2003-06-30,加拿大,1.84,-2.76,-1.253636168585053,5.703462097425831,727.5703307299232,-94.49189655858429,4.973935210431877,8.534241332516464,-349.4089311049725,16.69918234529287,184.0223970870506,-48.84099116833361,7.799015100039482,12.72027540974001,-48.8424409535302,2.72,8.513033676730487,2.995127433420959,2.773333333333333,7.666667,3.25,2003,2
2976,2003-09-30,加拿大,1.34,-3.82,-0.792355779666326,33.61241864432418,10.79884610579153,13.8566048780978,6.480261389219913,6.076429553196033,-22.23903899802774,18.93051128557034,21.12771549688648,-25.92018577422243,20.52644989522262,21.278950209585,-25.92102763897022,0.95,11.495159789724642,4.758970319719542,2.083333333333333,7.766667,2.916666666666667,2003,3
2977,2003-12-31,加拿大,1.48,0.69,1.561520562018042,52.665504957743245,-47.76864463459843,91.82454244297463,12.57210277020505,10.42930957487064,-22.18989692189175,25.49576978534615,25.2835751865262,-47.82050166802753,28.14377912231959,30.40975053913823,-47.84941929816225,5.97,16.17781390225729,2.573180491000948,1.746666666666667,7.433333,2.75,2003,4
2978,2004-03-31,加拿大,1.65,2.23,1.363453818705082,55.401197172608626,533.5788639136763,229.0484566407424,13.9663224141452,11.05186836103515,-26.461732835179,20.53378966702915,24.32947936373139,6.134421172598901,31.91175212998752,26.27498832972211,6.13340135731408,5.94,11.4957234317307,4.203457351591747,0.91,7.3,2.416666666666667,2004,1
2979,2004-06-30,加拿大,3,9.26,2.771059287299334,35.00904488626487,90.61423213197263,3767.443388510735,19.50191152507261,12.69356681905711,98.59620472148235,8.219122084764715,-76.77978918942247,41.54128575344092,22.87047729058344,12.67224645369677,41.54160834860325,8.65,1.898014431169649,4.030248407976616,2.213333333333333,7.166667,2,2004,2
2980,2004-09-30,加拿大,3.83,7.59,2.894553654358757,31.94953234293865,-49.65359935941737,50.3225070201687,19.36165611630063,17.54232542679204,-14.70108702968606,11.07811204596215,13.50621659131194,3.551060230340419,22.05639856459229,18.34759060863851,3.551402442940576,11.61,4.226352995165642,4.242018056000546,2.01,7,2.083333333333333,2004,3
2981,2004-12-31,加拿大,3.87,3.21,1.761874297724121,33.37169530464452,158.2943247778927,40.97672849137795,16.68194833526146,15.54090955256271,21.8972624888373,13.17538619608229,10.97972473848107,12.46676739851185,20.30130599124021,16.02841553982432,12.47411815115929,7.75,6.354424423407499,5.988963931254238,2.293333333333333,7.133333,2.5,2004,4
2982,2005-03-31,加拿大,3.48,4.36,2.148696881747497,27.68025769234711,-42.00501424734648,-87.55316555417912,14.2364447838132,18.32331001043114,-19.26538101461291,12.76662043739699,16.99917243895774,-2.74120190645416,17.75730815620304,16.10375044201626,-2.743352890674157,10.43,6.399298659390836,4.504543660310068,2.126666666666667,6.966667,2.5,2005,1
2983,2005-06-30,加拿大,3.01,-0.8,1.996572587102708,30.03479867907822,-60.71019746435776,-57.77009064518351,11.41323550934283,15.72619136749921,-5.70858588024445,14.75733625177985,14.32201886241123,-22.16008817646689,17.00794941009667,17.43121737331531,-22.16056819760674,6.69,7.854429529297615,6.397074621854138,1.91,6.833333,2.5,2005,2
2984,2005-09-30,加拿大,3.04,1.02,2.082391980607234,42.143294084603724,136.9803662713313,10.0901207144092,15.30452949368984,15.6963918672082,-37.06218483631899,14.24142578970119,29.69681755080068,-15.38828537082008,23.09304425017384,22.18375915899417,-15.38930606754218,5.53,8.065357796188017,6.570531315674091,2.606666666666667,6.7,2.583333333333333,2005,3
2985,2005-12-31,加拿大,3.32,4.42,2.875635797878861,25.39177004616977,-10.04759112216948,80.23263896167286,18.07646596183919,14.51455265283942,45.8259278290306,9.252480212738273,6.825866555109647,-14.0235836327206,13.51380510804233,13.56462292190935,-14.03054311697868,6.77,4.99121730361459,4.808806749164578,2.216666666666667,6.566667,3.083333333333333,2005,4
2986,2006-03-31,加拿大,3.79,1.99,2.752789656705224,35.65435873195826,92.91708991484894,717.6001008892295,16.2214255382335,13.25913245337249,-20.57193662018453,11.5948917115896,17.55476001399714,6.942324480397356,20.77723961165059,18.07581919163199,6.940668628403997,4.22,7.216447526914387,6.076265497237143,2.363333333333333,6.466667,3.583333333333333,2006,1
2987,2006-06-30,加拿大,3.1,2.07,1.126716684775066,41.87931558157692,51.49696537471903,36.25754390777863,15.70746125671442,15.23996769174114,-9.515758616383945,16.37218291725186,16.06718598446603,-34.88261215121755,21.58394904496773,22.72033947164677,-34.88214413389826,7.81,10.741309739582316,6.818604894133454,2.56,6.166667,4.166666666666667,2006,2
2988,2006-09-30,加拿大,2.15,0.51,-1.083649384923934,18.723108790313766,12.67934575774733,-24.694102648784,10.4182261774381,12.92905240760079,83.2114101931725,12.51353958947297,-55.99795004185045,33.59212828478134,15.58174323498061,10.10050377887121,33.59141930226369,5.8,6.524982067032465,7.211637073319103,1.736666666666667,6.4,4.25,2006,3
