,date,country,GDP,year,quarter
4558,2016-09-30,西班牙,3,2016,3
4559,2016-12-31,西班牙,2.5,2016,4
4560,2017-03-31,西班牙,2.6,2017,1
4561,2017-06-30,西班牙,3.2,2017,2
4562,2017-09-30,西班牙,3,2017,3
4563,2017-12-31,西班牙,3,2017,4
4564,2018-03-31,西班牙,2.6,2018,1
4565,2018-06-30,西班牙,2.2,2018,2
4566,2018-09-30,西班牙,2.1,2018,3
4567,2018-12-31,西班牙,2.2,2018,4
4568,2019-03-31,西班牙,2.4,2019,1
4569,2019-06-30,西班牙,2.2,2019,2
4570,2019-09-30,西班牙,1.9,2019,3
4571,2019-12-31,西班牙,1.5,2019,4
4572,2020-03-31,西班牙,-4.6,2020,1
4573,2020-06-30,西班牙,-21.7,2020,2
4574,2020-09-30,西班牙,-9.2,2020,3
4575,2020-12-31,西班牙,-9.2,2020,4
4576,2021-03-31,西班牙,-3.6,2021,1
4577,2021-06-30,西班牙,19.4,2021,2
4578,2021-09-30,西班牙,5.1,2021,3
4579,2021-12-31,西班牙,7,2021,4
4580,2022-03-31,西班牙,6.8,2022,1
4581,2022-06-30,西班牙,7.2,2022,2
5121,2004-06-30,荷兰,2,2004,2
5122,2004-09-30,荷兰,2.2,2004,3
5123,2004-12-31,荷兰,1.8,2004,4
5124,2005-03-31,荷兰,1.1,2005,1
5125,2005-06-30,荷兰,1.5,2005,2
5126,2005-09-30,荷兰,2.6,2005,3
5127,2005-12-31,荷兰,3.1,2005,4
5128,2006-03-31,荷兰,3.4,2006,1
5129,2006-06-30,荷兰,4.2,2006,2
5130,2006-09-30,荷兰,3.4,2006,3
5131,2006-12-31,荷兰,3.6,2006,4
5132,2007-03-31,荷兰,4.2,2007,1
5133,2007-06-30,荷兰,3.2,2007,2
5134,2007-09-30,荷兰,3.8,2007,3
5135,2007-12-31,荷兰,4.4,2007,4
5136,2008-03-31,荷兰,3.9,2008,1
5137,2008-06-30,荷兰,3.4,2008,2
5138,2008-09-30,荷兰,2,2008,3
5139,2008-12-31,荷兰,-0.6,2008,4
5140,2009-03-31,荷兰,-3.5,2009,1
5141,2009-06-30,荷兰,-4.5,2009,2
5142,2009-09-30,荷兰,-4.2,2009,3
5143,2009-12-31,荷兰,-2.5,2009,4
5144,2010-03-31,荷兰,-0.2,2010,1
5145,2010-06-30,荷兰,1.7,2010,2
5146,2010-09-30,荷兰,1.7,2010,3
5147,2010-12-31,荷兰,1.9,2010,4
5148,2011-03-31,荷兰,3,2011,1
5149,2011-06-30,荷兰,2,2011,2
5150,2011-09-30,荷兰,1.8,2011,3
5151,2011-12-31,荷兰,0.4,2011,4
5152,2012-03-31,荷兰,-0.8,2012,1
5153,2012-06-30,荷兰,-0.8,2012,2
5154,2012-09-30,荷兰,-1.1,2012,3
5155,2012-12-31,荷兰,-1.2,2012,4
5156,2013-03-31,荷兰,-1.1,2013,1
5157,2013-06-30,荷兰,-0.6,2013,2
5158,2013-09-30,荷兰,0.3,2013,3
5159,2013-12-31,荷兰,1.5,2013,4
5160,2014-03-31,荷兰,1.8,2014,1
5161,2014-06-30,荷兰,1.7,2014,2
5162,2014-09-30,荷兰,1.1,2014,3
5163,2014-12-31,荷兰,1.9,2014,4
5164,2015-03-31,荷兰,2,2015,1
5165,2015-06-30,荷兰,2.2,2015,2
5166,2015-09-30,荷兰,2.7,2015,3
5167,2015-12-31,荷兰,1.5,2015,4
5168,2016-03-31,荷兰,1.8,2016,1
5169,2016-06-30,荷兰,2.1,2016,2
5170,2016-09-30,荷兰,2.6,2016,3
5171,2016-12-31,荷兰,3.2,2016,4
5172,2017-03-31,荷兰,3.1,2017,1
5173,2017-06-30,荷兰,2.8,2017,2
5174,2017-09-30,荷兰,2.7,2017,3
5175,2017-12-31,荷兰,2.5,2017,4
5176,2018-03-31,荷兰,2.6,2018,1
5177,2018-06-30,荷兰,2.6,2018,2
5178,2018-09-30,荷兰,2.1,2018,3
5179,2018-12-31,荷兰,1.7,2018,4
5180,2019-03-31,荷兰,2.2,2019,1
5181,2019-06-30,荷兰,2.2,2019,2
5182,2019-09-30,荷兰,2.5,2019,3
5183,2019-12-31,荷兰,2.3,2019,4
5184,2020-03-31,荷兰,-0.1,2020,1
5185,2020-06-30,荷兰,-8.8,2020,2
5186,2020-09-30,荷兰,-3.3,2020,3
5187,2020-12-31,荷兰,-3,2020,4
5188,2021-03-31,荷兰,-1.1,2021,1
5189,2021-06-30,荷兰,12.2,2021,2
5190,2021-09-30,荷兰,7.3,2021,3
5191,2021-12-31,荷兰,7,2021,4
5192,2022-03-31,荷兰,7.1,2022,1
5193,2022-06-30,荷兰,5.8,2022,2
5460,2012-09-30,土耳其,4,2012,3
5461,2012-12-31,土耳其,4.2,2012,4
5462,2013-03-31,土耳其,8.3,2013,1
5463,2013-06-30,土耳其,9.5,2013,2
5464,2013-09-30,土耳其,9.2,2013,3
5466,2014-03-31,土耳其,7.7,2014,1
5468,2014-09-30,土耳其,3.9,2014,3
5470,2015-03-31,土耳其,4.1,2015,1
5472,2015-09-30,土耳其,6.3,2015,3
5474,2016-03-31,土耳其,4.5,2016,1
5476,2016-09-30,土耳其,0,2016,3
5478,2017-03-31,土耳其,5.4,2017,1
5480,2017-09-30,土耳其,11.1,2017,3
5482,2018-03-31,土耳其,7.1,2018,1
5483,2018-06-30,土耳其,5.4,2018,2
5484,2018-09-30,土耳其,2.8,2018,3
5485,2018-12-31,土耳其,-2.6,2018,4
5486,2019-03-31,土耳其,-2.3,2019,1
5487,2019-06-30,土耳其,-0.7,2019,2
5488,2019-09-30,土耳其,0.8,2019,3
5489,2019-12-31,土耳其,5.8,2019,4
5490,2020-03-31,土耳其,4.4,2020,1
5492,2020-09-30,土耳其,5.5,2020,3
5496,2021-09-30,土耳其,9.1,2021,3
5499,2022-06-30,土耳其,7,2022,2
6356,2007-03-31,波兰,7,2007,1
6357,2007-06-30,波兰,6,2007,2
6358,2007-09-30,波兰,6.1,2007,3
6359,2007-12-31,波兰,9.1,2007,4
6360,2008-03-31,波兰,5.9,2008,1
6361,2008-06-30,波兰,5.2,2008,2
6362,2008-09-30,波兰,3.4,2008,3
6363,2008-12-31,波兰,2.2,2008,4
6364,2009-03-31,波兰,2.2,2009,1
6365,2009-06-30,波兰,1.8,2009,2
6366,2009-09-30,波兰,2.5,2009,3
6367,2009-12-31,波兰,4,2009,4
6368,2010-03-31,波兰,2,2010,1
6369,2010-06-30,波兰,3.3,2010,2
6370,2010-09-30,波兰,3.7,2010,3
6371,2010-12-31,波兰,3.3,2010,4
6372,2011-03-31,波兰,5.3,2011,1
6373,2011-06-30,波兰,5.1,2011,2
6374,2011-09-30,波兰,5.1,2011,3
6375,2011-12-31,波兰,4.8,2011,4
6376,2012-03-31,波兰,3.5,2012,1
6377,2012-06-30,波兰,2.1,2012,2
6378,2012-09-30,波兰,1,2012,3
6379,2012-12-31,波兰,0.1,2012,4
6380,2013-03-31,波兰,-0.4,2013,1
6381,2013-06-30,波兰,0.6,2013,2
6382,2013-09-30,波兰,1.3,2013,3
6383,2013-12-31,波兰,1.9,2013,4
6384,2014-03-31,波兰,3.4,2014,1
6385,2014-06-30,波兰,3.7,2014,2
6386,2014-09-30,波兰,3.8,2014,3
6387,2014-12-31,波兰,4.1,2014,4
6388,2015-03-31,波兰,4.4,2015,1
6389,2015-06-30,波兰,3.9,2015,2
6390,2015-09-30,波兰,4.4,2015,3
6391,2015-12-31,波兰,4.4,2015,4
6392,2016-03-31,波兰,2.5,2016,1
6393,2016-06-30,波兰,3.4,2016,2
6394,2016-09-30,波兰,2.7,2016,3
6395,2016-12-31,波兰,3.8,2016,4
6396,2017-03-31,波兰,5.3,2017,1
6397,2017-06-30,波兰,4.8,2017,2
6398,2017-09-30,波兰,5.7,2017,3
6399,2017-12-31,波兰,5.1,2017,4
6400,2018-03-31,波兰,5.8,2018,1
6401,2018-06-30,波兰,6.2,2018,2
6402,2018-09-30,波兰,6,2018,3
6403,2018-12-31,波兰,5.5,2018,4
6404,2019-03-31,波兰,5.1,2019,1
6405,2019-06-30,波兰,4.6,2019,2
6406,2019-09-30,波兰,4.1,2019,3
6407,2019-12-31,波兰,3.8,2019,4
6408,2020-03-31,波兰,3,2020,1
6409,2020-06-30,波兰,-7.2,2020,2
6410,2020-09-30,波兰,-1.7,2020,3
6411,2020-12-31,波兰,-2.2,2020,4
6412,2021-03-31,波兰,-0.7,2021,1
6413,2021-06-30,波兰,12.2,2021,2
6414,2021-09-30,波兰,7.2,2021,3
6415,2021-12-31,波兰,9.3,2021,4
6416,2022-03-31,波兰,10.5,2022,1
6417,2022-06-30,波兰,6.8,2022,2
