,date,country,GDP,quarter,year
1719,1995-06-30,英国,2.19,2,1995
1720,1995-09-30,英国,2.29,3,1995
1721,1995-12-31,英国,2.17,4,1995
1722,1996-03-31,英国,2.31,1,1996
1723,1996-06-30,英国,2.43,2,1996
1724,1996-09-30,英国,2.25,3,1996
1725,1996-12-31,英国,3.32,4,1996
1726,1997-03-31,英国,4.29,1,1997
1727,1997-06-30,英国,5.1,2,1997
1728,1997-09-30,英国,5.09,3,1997
1729,1997-12-31,英国,5.21,4,1997
1730,1998-03-31,英国,4.3,1,1998
1731,1998-06-30,英国,3.82,2,1998
1732,1998-09-30,英国,3.2,3,1998
1733,1998-12-31,英国,2.37,4,1998
1734,1999-03-31,英国,2.34,1,1999
1735,1999-06-30,英国,2.17,2,1999
1736,1999-09-30,英国,3.47,3,1999
1737,1999-12-31,英国,4.26,4,1999
1738,2000-03-31,英国,4.82,1,2000
1739,2000-06-30,英国,5.09,2,2000
1740,2000-09-30,英国,4.1,3,2000
1741,2000-12-31,英国,3.29,4,2000
1742,2001-03-31,英国,2.94,1,2001
1743,2001-06-30,英国,2.64,2,2001
1744,2001-09-30,英国,2.53,3,2001
1745,2001-12-31,英国,2.21,4,2001
1746,2002-03-31,英国,1.57,1,2002
1747,2002-06-30,英国,1.62,2,2002
1748,2002-09-30,英国,1.76,3,2002
1749,2002-12-31,英国,2.22,4,2002
1750,2003-03-31,英国,2.69,1,2003
1751,2003-06-30,英国,3.14,2,2003
1752,2003-09-30,英国,3.37,3,2003
1753,2003-12-31,英国,3.38,4,2003
1754,2004-03-31,英国,3.02,1,2004
1755,2004-06-30,英国,2.67,2,2004
1756,2004-09-30,英国,2.16,3,2004
1757,2004-12-31,英国,1.88,4,2004
1758,2005-03-31,英国,2.24,1,2005
1759,2005-06-30,英国,2.49,2,2005
1760,2005-09-30,英国,2.89,3,2005
1761,2005-12-31,英国,3.33,4,2005
1762,2006-03-31,英国,3.1,1,2006
1763,2006-06-30,英国,2.64,2,2006
1764,2006-09-30,英国,2.12,3,2006
1765,2006-12-31,英国,1.7,4,2006
1766,2007-03-31,英国,2.13,1,2007
1767,2007-06-30,英国,2.48,2,2007
1768,2007-09-30,英国,2.89,3,2007
1769,2007-12-31,英国,2.97,4,2007
1770,2008-03-31,英国,2.5,1,2008
1771,2008-06-30,英国,1.26,2,2008
1772,2008-09-30,英国,-0.96,3,2008
1773,2008-12-31,英国,-3.64,4,2008
1774,2009-03-31,英国,-6.06,1,2009
1775,2009-06-30,英国,-5.91,2,2009
1776,2009-09-30,英国,-4.38,3,2009
1777,2009-12-31,英国,-2.01,4,2009
1778,2010-03-31,英国,0.96,1,2010
1779,2010-06-30,英国,2.4,2,2010
1780,2010-09-30,英国,2.9,3,2010
1781,2010-12-31,英国,2.69,4,2010
1782,2011-03-31,英国,2,1,2011
1783,2011-06-30,英国,1.01,2,2011
1784,2011-09-30,英国,0.77,3,2011
1785,2011-12-31,英国,0.82,4,2011
1786,2012-03-31,英国,1.44,1,2012
1787,2012-06-30,英国,1.18,2,2012
1788,2012-09-30,英国,1.84,3,2012
1789,2012-12-31,英国,1.59,4,2012
1790,2013-03-31,英国,0.99,1,2013
1791,2013-06-30,英国,1.86,2,2013
1792,2013-09-30,英国,1.74,3,2013
1793,2013-12-31,英国,2.57,4,2013
1794,2014-03-31,英国,3.12,1,2014
1795,2014-06-30,英国,3.27,2,2014
1796,2014-09-30,英国,3.19,3,2014
1797,2014-12-31,英国,3.2,4,2014
1798,2015-03-31,英国,2.66,1,2015
1799,2015-06-30,英国,2.36,2,2015
1800,2015-09-30,英国,2,3,2015
1801,2015-12-31,英国,1.87,4,2015
1802,2016-03-31,英国,1.94,1,2016
1803,2016-06-30,英国,1.91,2,2016
1804,2016-09-30,英国,1.89,3,2016
1805,2016-12-31,英国,1.95,4,2016
1806,2017-03-31,英国,2.43,1,2017
1807,2017-06-30,英国,2.52,2,2017
1808,2017-09-30,英国,2.79,3,2017
1809,2017-12-31,英国,2.87,4,2017
1810,2018-03-31,英国,2.07,1,2018
1811,2018-06-30,英国,1.59,2,2018
1812,2018-09-30,英国,1.28,3,2018
1813,2018-12-31,英国,0.69,4,2018
1814,2019-03-31,英国,1.36,1,2019
1815,2019-06-30,英国,1.52,2,2019
1816,2019-09-30,英国,1.92,3,2019
1817,2019-12-31,英国,1.77,4,2019
1818,2020-03-31,英国,-1.72,1,2020
1819,2020-06-30,英国,-21.94,2,2020
1820,2020-09-30,英国,-9.51,3,2020
1821,2020-12-31,英国,-8.26,4,2020
1822,2021-03-31,英国,-6.66,1,2021
1823,2021-06-30,英国,25.73,2,2021
1824,2021-09-30,英国,9.52,3,2021
1825,2021-12-31,英国,9.69,4,2021
1826,2022-03-31,英国,11.42,1,2022
1827,2022-06-30,英国,3.9,2,2022
1828,2022-09-30,英国,2.07,3,2022
1829,2022-12-31,英国,0.64,4,2022
1830,2023-03-31,英国,0.29,1,2023
1831,2023-06-30,英国,0.21,2,2023
1832,2023-09-30,英国,0.17,3,2023
1833,2023-12-31,英国,-0.25,4,2023
1834,2024-03-31,英国,0.29,1,2024
1944,1975-03-31,法国,-0.8,1,1975
1945,1975-06-30,法国,-1.7,2,1975
1946,1975-09-30,法国,-2.6,3,1975
1947,1975-12-31,法国,1.2,4,1975
1948,1976-03-31,法国,2.8,1,1976
1949,1976-06-30,法国,4.5,2,1976
1950,1976-09-30,法国,5.6,3,1976
1951,1976-12-31,法国,4.2,4,1976
1952,1977-03-31,法国,4.4,1,1977
1953,1977-06-30,法国,3.3,2,1977
1954,1977-09-30,法国,3.1,3,1977
1955,1977-12-31,法国,3.2,4,1977
1956,1978-03-31,法国,3.4,1,1978
1957,1978-06-30,法国,4.2,2,1978
1958,1978-09-30,法国,4.1,3,1978
1959,1978-12-31,法国,4.3,4,1978
1960,1979-03-31,法国,3.9,1,1979
1961,1979-06-30,法国,3.3,2,1979
1962,1979-09-30,法国,3.9,3,1979
1963,1979-12-31,法国,3,4,1979
1964,1980-03-31,法国,3.4,1,1980
1965,1980-06-30,法国,2,2,1980
1966,1980-09-30,法国,0.9,3,1980
1967,1980-12-31,法国,0.4,4,1980
1968,1981-03-31,法国,-0.4,1,1981
1969,1981-06-30,法国,1.1,2,1981
1970,1981-09-30,法国,1.7,3,1981
1971,1981-12-31,法国,2.4,4,1981
1972,1982-03-31,法国,2.8,1,1982
1973,1982-06-30,法国,2.8,2,1982
1974,1982-09-30,法国,2,3,1982
1975,1982-12-31,法国,2,4,1982
1976,1983-03-31,法国,1.6,1,1983
1977,1983-06-30,法国,1,2,1983
1978,1983-09-30,法国,1.2,3,1983
1979,1983-12-31,法国,1.2,4,1983
1980,1984-03-31,法国,1.3,1,1984
1981,1984-06-30,法国,1.7,2,1984
1982,1984-09-30,法国,2.2,3,1984
1983,1984-12-31,法国,1.5,4,1984
1984,1985-03-31,法国,1.3,1,1985
1985,1985-06-30,法国,1.6,2,1985
1986,1985-09-30,法国,1.6,3,1985
1987,1985-12-31,法国,2.2,4,1985
1988,1986-03-31,法国,2.2,1,1986
1989,1986-06-30,法国,2.5,2,1986
1990,1986-09-30,法国,2.5,3,1986
1991,1986-12-31,法国,2.1,4,1986
1992,1987-03-31,法国,1.9,1,1987
1993,1987-06-30,法国,2.3,2,1987
1994,1987-09-30,法国,2.4,3,1987
1995,1987-12-31,法国,3.8,4,1987
1996,1988-03-31,法国,5,1,1988
1997,1988-06-30,法国,4.4,2,1988
1998,1988-09-30,法国,5,3,1988
1999,1988-12-31,法国,4.3,4,1988
2000,1989-03-31,法国,4.3,1,1989
2001,1989-06-30,法国,4.6,2,1989
2002,1989-09-30,法国,4.4,3,1989
2003,1989-12-31,法国,5,4,1989
2004,1990-03-31,法国,3.8,1,1990
2005,1990-06-30,法国,3.3,2,1990
2006,1990-09-30,法国,2.8,3,1990
2007,1990-12-31,法国,1.4,4,1990
2008,1991-03-31,法国,1.4,1,1991
2009,1991-06-30,法国,1.2,2,1991
2010,1991-09-30,法国,1,3,1991
2011,1991-12-31,法国,1.5,4,1991
2012,1992-03-31,法国,2,1,1992
2013,1992-06-30,法国,1.7,2,1992
2014,1992-09-30,法国,1.2,3,1992
2015,1992-12-31,法国,0.7,4,1992
2016,1993-03-31,法国,-0.5,1,1993
2017,1993-06-30,法国,-0.6,2,1993
2018,1993-09-30,法国,-0.4,3,1993
2019,1993-12-31,法国,-0.2,4,1993
2020,1994-03-31,法国,1.1,1,1994
2021,1994-06-30,法国,2.1,2,1994
2022,1994-09-30,法国,2.9,3,1994
2023,1994-12-31,法国,3.6,4,1994
2024,1995-03-31,法国,3.4,1,1995
2025,1995-06-30,法国,3,2,1995
2026,1995-09-30,法国,2.2,3,1995
2027,1995-12-31,法国,1.2,4,1995
2028,1996-03-31,法国,1.5,1,1996
2029,1996-06-30,法国,1,2,1996
2030,1996-09-30,法国,1.2,3,1996
2031,1996-12-31,法国,1.7,4,1996
2032,1997-03-31,法国,1.4,1,1997
2033,1997-06-30,法国,2.3,2,1997
2034,1997-09-30,法国,2.9,3,1997
2035,1997-12-31,法国,3.5,4,1997
2036,1998-03-31,法国,4.1,1,1998
2037,1998-06-30,法国,3.7,2,1998
2038,1998-09-30,法国,3.2,3,1998
2039,1998-12-31,法国,2.9,4,1998
2040,1999-03-31,法国,2.6,1,1999
2041,1999-06-30,法国,2.6,2,1999
2042,1999-09-30,法国,3.5,3,1999
2043,1999-12-31,法国,4.3,4,1999
2044,2000-03-31,法国,4.7,1,2000
2045,2000-06-30,法国,5,2,2000
2046,2000-09-30,法国,4.3,3,2000
2047,2000-12-31,法国,3.4,4,2000
2048,2001-03-31,法国,3,1,2001
2049,2001-06-30,法国,2,2,2001
2050,2001-09-30,法国,1.7,3,2001
2051,2001-12-31,法国,0.7,4,2001
2052,2002-03-31,法国,0.7,1,2002
2053,2002-06-30,法国,1.2,2,2002
2054,2002-09-30,法国,1,3,2002
2055,2002-12-31,法国,1.6,4,2002
2056,2003-03-31,法国,1.3,1,2003
2057,2003-06-30,法国,0.3,2,2003
2058,2003-09-30,法国,1,3,2003
2059,2003-12-31,法国,1.3,4,2003
2060,2004-03-31,法国,2,1,2004
2061,2004-06-30,法国,3,2,2004
2062,2004-09-30,法国,2.3,3,2004
2063,2004-12-31,法国,2.8,4,2004
2064,2005-03-31,法国,2,1,2005
2065,2005-06-30,法国,1.8,2,2005
2066,2005-09-30,法国,2.1,3,2005
2067,2005-12-31,法国,2,4,2005
2068,2006-03-31,法国,2.5,1,2006
2069,2006-06-30,法国,3.5,2,2006
2070,2006-09-30,法国,2.9,3,2006
2071,2006-12-31,法国,2.8,4,2006
2072,2007-03-31,法国,2.9,1,2007
2073,2007-06-30,法国,2.4,2,2007
2074,2007-09-30,法国,2.6,3,2007
2075,2007-12-31,法国,2.1,4,2007
2076,2008-03-31,法国,1.9,1,2008
2077,2008-06-30,法国,0.6,2,2008
2078,2008-09-30,法国,0,3,2008
2079,2008-12-31,法国,-1.4,4,2008
2080,2009-03-31,法国,-4,1,2009
2081,2009-06-30,法国,-3.2,2,2009
2082,2009-09-30,法国,-2.9,3,2009
2083,2009-12-31,法国,-0.8,4,2009
2084,2010-03-31,法国,1.4,1,2010
2085,2010-06-30,法国,1.7,2,2010
2086,2010-09-30,法国,2.3,3,2010
2087,2010-12-31,法国,2,4,2010
2088,2011-03-31,法国,3.1,1,2011
2089,2011-06-30,法国,2.6,2,2011
2090,2011-09-30,法国,2.3,3,2011
2091,2011-12-31,法国,2,4,2011
2092,2012-03-31,法国,0.7,1,2012
2093,2012-06-30,法国,0.2,2,2012
2094,2012-09-30,法国,0.2,3,2012
2095,2012-12-31,法国,-0.1,4,2012
2096,2013-03-31,法国,-0.1,1,2013
2097,2013-06-30,法国,1.2,2,2013
2098,2013-09-30,法国,0.9,3,2013
2099,2013-12-31,法国,1.6,4,2013
2100,2014-03-31,法国,1.5,1,2014
2101,2014-06-30,法国,0.8,2,2014
2102,2014-09-30,法国,1.4,3,2014
2103,2014-12-31,法国,0.4,4,2014
2104,2015-03-31,法国,1,1,2015
2105,2015-06-30,法国,1,2,2015
2106,2015-09-30,法国,0.7,3,2015
2107,2015-12-31,法国,1.2,4,2015
2108,2016-03-31,法国,1,1,2016
2109,2016-06-30,法国,0.6,2,2016
2110,2016-09-30,法国,0.5,3,2016
2111,2016-12-31,法国,0.8,4,2016
2112,2017-03-31,法国,1.1,1,2017
2113,2017-06-30,法国,2.2,2,2017
2114,2017-09-30,法国,2.9,3,2017
2115,2017-12-31,法国,2.9,4,2017
2116,2018-03-31,法国,2.2,1,2018
2117,2018-06-30,法国,1.5,2,2018
2118,2018-09-30,法国,1.3,3,2018
2119,2018-12-31,法国,1.4,4,2018
2120,2019-03-31,法国,2.4,1,2019
2121,2019-06-30,法国,2.7,2,2019
2122,2019-09-30,法国,2.2,3,2019
2123,2019-12-31,法国,1,4,2019
2124,2020-03-31,法国,-5.1,1,2020
2125,2020-06-30,法国,-17.2,2,2020
2126,2020-09-30,法国,-4.3,3,2020
2127,2020-12-31,法国,-3.8,4,2020
2128,2021-03-31,法国,1.7,1,2021
2129,2021-06-30,法国,17.4,2,2021
2130,2021-09-30,法国,4.4,3,2021
2131,2021-12-31,法国,5.1,4,2021
2132,2022-03-31,法国,4.7,1,2022
2133,2022-06-30,法国,3.7,2,2022
2134,2022-09-30,法国,1.4,3,2022
2135,2022-12-31,法国,0.7,4,2022
2136,2023-03-31,法国,1,1,2023
2137,2023-06-30,法国,1.4,2,2023
2138,2023-09-30,法国,0.9,3,2023
2139,2023-12-31,法国,1.2,4,2023
2140,2024-03-31,法国,1.3,1,2024
2338,1997-03-31,巴西,3.4006,1,1997
2339,1997-06-30,巴西,4.754,2,1997
2340,1997-09-30,巴西,1.7913,3,1997
2341,1997-12-31,巴西,3.7385,4,1997
2342,1998-03-31,巴西,1.0076,1,1998
2343,1998-06-30,巴西,1.5097,2,1998
2344,1998-09-30,巴西,0.3556,3,1998
2345,1998-12-31,巴西,-1.4345,4,1998
2346,1999-03-31,巴西,0.7677,1,1999
2347,1999-06-30,巴西,-0.4007,2,1999
2348,1999-09-30,巴西,-0.6162,3,1999
2349,1999-12-31,巴西,2.1676,4,1999
2350,2000-03-31,巴西,4.4007,1,2000
2351,2000-06-30,巴西,3.9784,2,2000
2352,2000-09-30,巴西,4.5646,3,2000
2353,2000-12-31,巴西,4.5975,4,2000
2354,2001-03-31,巴西,3.4751,1,2001
2355,2001-06-30,巴西,2.3261,2,2001
2356,2001-09-30,巴西,0.4612,3,2001
2357,2001-12-31,巴西,-0.5318,4,2001
2358,2002-03-31,巴西,0.4769,1,2002
2359,2002-06-30,巴西,2.2982,2,2002
2360,2002-09-30,巴西,4.1747,3,2002
2361,2002-12-31,巴西,5.1726,4,2002
2362,2003-03-31,巴西,2.667,1,2003
2363,2003-06-30,巴西,0.7812,2,2003
2364,2003-09-30,巴西,0.6262,3,2003
2365,2003-12-31,巴西,0.5887,4,2003
2366,2004-03-31,巴西,3.8781,1,2004
2367,2004-06-30,巴西,6.3083,2,2004
2368,2004-09-30,巴西,6.5588,3,2004
2369,2004-12-31,巴西,6.2094,4,2004
2370,2005-03-31,巴西,4.1843,1,2005
2371,2005-06-30,巴西,4.475,2,2005
2372,2005-09-30,巴西,2.115,3,2005
2373,2005-12-31,巴西,2.1506,4,2005
2374,2006-03-31,巴西,4.2791,1,2006
2375,2006-06-30,巴西,2.2833,2,2006
2376,2006-09-30,巴西,4.4928,3,2006
2377,2006-12-31,巴西,4.7952,4,2006
2378,2007-03-31,巴西,5.1947,1,2007
2379,2007-06-30,巴西,6.5373,2,2007
2380,2007-09-30,巴西,5.8703,3,2007
2381,2007-12-31,巴西,6.6397,4,2007
2382,2008-03-31,巴西,6.1574,1,2008
2383,2008-06-30,巴西,6.3361,2,2008
2384,2008-09-30,巴西,6.9808,3,2008
2385,2008-12-31,巴西,1.0284,4,2008
2386,2009-03-31,巴西,-2.4261,1,2009
2387,2009-06-30,巴西,-2.203,2,2009
2388,2009-09-30,巴西,-1.1627,3,2009
2389,2009-12-31,巴西,5.3243,4,2009
2390,2010-03-31,巴西,9.2091,1,2010
2391,2010-06-30,巴西,8.5177,2,2010
2392,2010-09-30,巴西,6.9072,3,2010
2393,2010-12-31,巴西,5.6893,4,2010
2394,2011-03-31,巴西,5.1951,1,2011
2395,2011-06-30,巴西,4.7005,2,2011
2396,2011-09-30,巴西,3.5373,3,2011
2397,2011-12-31,巴西,2.568,4,2011
2398,2012-03-31,巴西,1.7072,1,2012
2399,2012-06-30,巴西,0.9865,2,2012
2400,2012-09-30,巴西,2.4854,3,2012
2401,2012-12-31,巴西,2.4828,4,2012
2402,2013-03-31,巴西,2.7211,1,2013
2403,2013-06-30,巴西,4.0218,2,2013
2404,2013-09-30,巴西,2.759,3,2013
2405,2013-12-31,巴西,2.5288,4,2013
2406,2014-03-31,巴西,3.4694,1,2014
2407,2014-06-30,巴西,-0.4353,2,2014
2408,2014-09-30,巴西,-0.6388,3,2014
2409,2014-12-31,巴西,-0.2285,4,2014
2410,2015-03-31,巴西,-1.6194,1,2015
2411,2015-06-30,巴西,-2.7404,2,2015
2412,2015-09-30,巴西,-4.2628,3,2015
2413,2015-12-31,巴西,-5.5196,4,2015
2414,2016-03-31,巴西,-5.1382,1,2016
2415,2016-06-30,巴西,-3.2185,2,2016
2416,2016-09-30,巴西,-2.4542,3,2016
2417,2016-12-31,巴西,-2.2611,4,2016
2418,2017-03-31,巴西,0.282,1,2017
2419,2017-06-30,巴西,0.7875,2,2017
2420,2017-09-30,巴西,1.6407,3,2017
2421,2017-12-31,巴西,2.5762,4,2017
2422,2018-03-31,巴西,1.905,1,2018
2423,2018-06-30,巴西,1.6171,2,2018
2424,2018-09-30,巴西,2.0568,3,2018
2425,2018-12-31,巴西,1.5546,4,2018
2426,2019-03-31,巴西,0.9013,1,2019
2427,2019-06-30,巴西,1.1725,2,2019
2428,2019-09-30,巴西,1.1096,3,2019
2429,2019-12-31,巴西,1.6939,4,2019
2430,2020-03-31,巴西,0.414,1,2020
2431,2020-06-30,巴西,-10.1377,2,2020
2432,2020-09-30,巴西,-3.0357,3,2020
2433,2020-12-31,巴西,-0.3339,4,2020
2434,2021-03-31,巴西,1.7498,1,2021
2435,2021-06-30,巴西,12.3965,2,2021
2436,2021-09-30,巴西,4.213,3,2021
2437,2021-12-31,巴西,1.4586,4,2021
2438,2022-03-31,巴西,1.4734,1,2022
2439,2022-06-30,巴西,3.5439,2,2022
2440,2022-09-30,巴西,4.3218,3,2022
2441,2022-12-31,巴西,2.6939,4,2022
2442,2023-03-31,巴西,4.2212,1,2023
2443,2023-06-30,巴西,3.4681,2,2023
2444,2023-09-30,巴西,1.9597,3,2023
2445,2023-12-31,巴西,2.0532,4,2023
2446,2024-03-31,巴西,2.456,1,2024
2584,1982-03-31,意大利,1,1,1982
2585,1982-06-30,意大利,0.5,2,1982
2586,1982-09-30,意大利,0.6,3,1982
2587,1982-12-31,意大利,-0.7,4,1982
2588,1983-03-31,意大利,-0.3,1,1983
2589,1983-06-30,意大利,-0.2,2,1983
2590,1983-09-30,意大利,1.7,3,1983
2591,1983-12-31,意大利,4.3,4,1983
2592,1984-03-31,意大利,3.8,1,1984
2593,1984-06-30,意大利,4.3,2,1984
2594,1984-09-30,意大利,3.5,3,1984
2595,1984-12-31,意大利,1.3,4,1984
2596,1985-03-31,意大利,2.1,1,1985
2597,1985-06-30,意大利,3.1,2,1985
2598,1985-09-30,意大利,2.7,3,1985
2599,1985-12-31,意大利,3.4,4,1985
2600,1986-03-31,意大利,3.5,1,1986
2601,1986-06-30,意大利,2.8,2,1986
2602,1986-09-30,意大利,3,3,1986
2603,1986-12-31,意大利,2.7,4,1986
2604,1987-03-31,意大利,2.8,1,1987
2605,1987-06-30,意大利,3.4,2,1987
2606,1987-09-30,意大利,2.6,3,1987
2607,1987-12-31,意大利,3.3,4,1987
2608,1988-03-31,意大利,4.7,1,1988
2609,1988-06-30,意大利,3.5,2,1988
2610,1988-09-30,意大利,4.6,3,1988
2611,1988-12-31,意大利,4.7,4,1988
2612,1989-03-31,意大利,3.8,1,1989
2613,1989-06-30,意大利,3.6,2,1989
2614,1989-09-30,意大利,3.3,3,1989
2615,1989-12-31,意大利,3.2,4,1989
2616,1990-03-31,意大利,2.9,1,1990
2617,1990-06-30,意大利,2.8,2,1990
2618,1990-09-30,意大利,1.9,3,1990
2619,1990-12-31,意大利,0.2,4,1990
2620,1991-03-31,意大利,0.8,1,1991
2621,1991-06-30,意大利,1,2,1991
2622,1991-09-30,意大利,1.5,3,1991
2623,1991-12-31,意大利,2.7,4,1991
2624,1992-03-31,意大利,0.9,1,1992
2625,1992-06-30,意大利,1.4,2,1992
2626,1992-09-30,意大利,1.2,3,1992
2627,1992-12-31,意大利,-0.7,4,1992
2628,1993-03-31,意大利,-1.1,1,1993
2629,1993-06-30,意大利,-1.3,2,1993
2630,1993-09-30,意大利,-1.2,3,1993
2631,1993-12-31,意大利,0.2,4,1993
2632,1994-03-31,意大利,1.1,1,1994
2633,1994-06-30,意大利,2.1,2,1994
2634,1994-09-30,意大利,2.9,3,1994
2635,1994-12-31,意大利,3.1,4,1994
2636,1995-03-31,意大利,3.6,1,1995
2637,1995-06-30,意大利,2.9,2,1995
2638,1995-09-30,意大利,2.7,3,1995
2639,1995-12-31,意大利,2.6,4,1995
2640,1996-03-31,意大利,1.5,1,1996
2641,1996-06-30,意大利,1.2,2,1996
2642,1996-09-30,意大利,1.5,3,1996
2643,1996-12-31,意大利,0.3,4,1996
2644,1997-03-31,意大利,0.1,1,1997
2645,1997-06-30,意大利,1.5,2,1997
2646,1997-09-30,意大利,2.1,3,1997
2647,1997-12-31,意大利,4.2,4,1997
2648,1998-03-31,意大利,3.1,1,1998
2649,1998-06-30,意大利,2.3,2,1998
2650,1998-09-30,意大利,1.7,3,1998
2651,1998-12-31,意大利,-0.5,4,1998
2652,1999-03-31,意大利,0.9,1,1999
2653,1999-06-30,意大利,0.6,2,1999
2654,1999-09-30,意大利,1.4,3,1999
2655,1999-12-31,意大利,3.3,4,1999
2656,2000-03-31,意大利,3.9,1,2000
2657,2000-06-30,意大利,4.3,2,2000
2658,2000-09-30,意大利,4,3,2000
2659,2000-12-31,意大利,4.2,4,2000
2660,2001-03-31,意大利,3.5,1,2001
2661,2001-06-30,意大利,2.5,2,2001
2662,2001-09-30,意大利,1.4,3,2001
2663,2001-12-31,意大利,-0.4,4,2001
2664,2002-03-31,意大利,-0.6,1,2002
2665,2002-06-30,意大利,0,2,2002
2666,2002-09-30,意大利,0.6,3,2002
2667,2002-12-31,意大利,1.1,4,2002
2668,2003-03-31,意大利,0.6,1,2003
2669,2003-06-30,意大利,0.1,2,2003
2670,2003-09-30,意大利,-0.1,3,2003
2671,2003-12-31,意大利,0.5,4,2003
2672,2004-03-31,意大利,1,1,2004
2673,2004-06-30,意大利,1.4,2,2004
2674,2004-09-30,意大利,1.5,3,2004
2675,2004-12-31,意大利,0.8,4,2004
2676,2005-03-31,意大利,0.3,1,2005
2677,2005-06-30,意大利,0.9,2,2005
2678,2005-09-30,意大利,1.6,3,2005
2679,2005-12-31,意大利,1.3,4,2005
2680,2006-03-31,意大利,1.8,1,2006
2681,2006-06-30,意大利,1.7,2,2006
2682,2006-09-30,意大利,1.4,3,2006
2683,2006-12-31,意大利,2.7,4,2006
2684,2007-03-31,意大利,2.3,1,2007
2685,2007-06-30,意大利,1.8,2,2007
2686,2007-09-30,意大利,1.4,3,2007
2687,2007-12-31,意大利,-0.2,4,2007
2688,2008-03-31,意大利,1.3,1,2008
2689,2008-06-30,意大利,0,2,2008
2690,2008-09-30,意大利,-1.4,3,2008
2691,2008-12-31,意大利,-3.7,4,2008
2692,2009-03-31,意大利,-7.2,1,2009
2693,2009-06-30,意大利,-6.8,2,2009
2694,2009-09-30,意大利,-5.1,3,2009
2695,2009-12-31,意大利,-2.1,4,2009
2696,2010-03-31,意大利,0.6,1,2010
2697,2010-06-30,意大利,2,2,2010
2698,2010-09-30,意大利,1.9,3,2010
2699,2010-12-31,意大利,2.1,4,2010
2700,2011-03-31,意大利,2.3,1,2011
2701,2011-06-30,意大利,1.6,2,2011
2702,2011-09-30,意大利,0.6,3,2011
2703,2011-12-31,意大利,-0.9,4,2011
2704,2012-03-31,意大利,-2.5,1,2012
2705,2012-06-30,意大利,-3.3,2,2012
2706,2012-09-30,意大利,-3.3,3,2012
2707,2012-12-31,意大利,-3,4,2012
2708,2013-03-31,意大利,-2.9,1,2013
2709,2013-06-30,意大利,-2.2,2,2013
2710,2013-09-30,意大利,-1.5,3,2013
2711,2013-12-31,意大利,-0.9,4,2013
2712,2014-03-31,意大利,0.2,1,2014
2713,2014-06-30,意大利,0.1,2,2014
2714,2014-09-30,意大利,0.1,3,2014
2715,2014-12-31,意大利,-0.1,4,2014
2716,2015-03-31,意大利,0.1,1,2015
2717,2015-06-30,意大利,0.5,2,2015
2718,2015-09-30,意大利,0.5,3,2015
2719,2015-12-31,意大利,1.4,4,2015
2720,2016-03-31,意大利,1.4,1,2016
2721,2016-06-30,意大利,1.2,2,2016
2722,2016-09-30,意大利,1.6,3,2016
2723,2016-12-31,意大利,1.5,4,2016
2724,2017-03-31,意大利,1.6,1,2017
2725,2017-06-30,意大利,1.8,2,2017
2726,2017-09-30,意大利,1.7,3,2017
2727,2017-12-31,意大利,1.9,4,2017
2728,2018-03-31,意大利,1.3,1,2018
2729,2018-06-30,意大利,0.9,2,2018
2730,2018-09-30,意大利,0.6,3,2018
2731,2018-12-31,意大利,0.3,4,2018
2732,2019-03-31,意大利,0.5,1,2019
2733,2019-06-30,意大利,0.8,2,2019
2734,2019-09-30,意大利,0.8,3,2019
2735,2019-12-31,意大利,-0.2,4,2019
2736,2020-03-31,意大利,-6.3,1,2020
2737,2020-06-30,意大利,-17.6,2,2020
2738,2020-09-30,意大利,-6.2,3,2020
2739,2020-12-31,意大利,-6,4,2020
2740,2021-03-31,意大利,1.5,1,2021
2741,2021-06-30,意大利,18.1,2,2021
2742,2021-09-30,意大利,6.6,3,2021
2743,2021-12-31,意大利,8,4,2021
2744,2022-03-31,意大利,6.6,1,2022
2745,2022-06-30,意大利,5.3,2,2022
2746,2022-09-30,意大利,2.8,3,2022
2747,2022-12-31,意大利,2,4,2022
2748,2023-03-31,意大利,2.2,1,2023
2749,2023-06-30,意大利,0.6,2,2023
2750,2023-09-30,意大利,0.6,3,2023
2751,2023-12-31,意大利,0.7,4,2023
2752,2024-03-31,意大利,0.7,1,2024
2810,1962-03-31,加拿大,9.29,1,1962
2811,1962-06-30,加拿大,7.44,2,1962
2812,1962-09-30,加拿大,6.23,3,1962
2813,1962-12-31,加拿大,6.86,4,1962
2814,1963-03-31,加拿大,4.75,1,1963
2815,1963-06-30,加拿大,5.43,2,1963
2816,1963-09-30,加拿大,4.89,3,1963
2817,1963-12-31,加拿大,6.09,4,1963
2818,1964-03-31,加拿大,8.06,1,1964
2819,1964-06-30,加拿大,6.91,2,1964
2820,1964-09-30,加拿大,7.24,3,1964
2821,1964-12-31,加拿大,4.51,4,1964
2822,1965-03-31,加拿大,5.2,1,1965
2823,1965-06-30,加拿大,5.76,2,1965
2824,1965-09-30,加拿大,6.11,3,1965
2825,1965-12-31,加拿大,8.17,4,1965
2826,1966-03-31,加拿大,6.87,1,1966
2827,1966-06-30,加拿大,8.19,2,1966
2828,1966-09-30,加拿大,6.65,3,1966
2829,1966-12-31,加拿大,5.39,4,1966
2830,1967-03-31,加拿大,3.14,1,1967
2831,1967-06-30,加拿大,3.07,2,1967
2832,1967-09-30,加拿大,3.44,3,1967
2833,1967-12-31,加拿大,2.62,4,1967
2834,1968-03-31,加拿大,3.73,1,1968
